,label,a1,a2,b1,b2,c1,d1,d2,e1,e2,e3,f1
137,1,False,False,False,True,True,True,False,False,False,True,False
138,1,False,False,False,True,True,False,True,True,False,False,False
139,1,False,False,False,True,True,False,True,False,True,False,True
140,0,False,False,False,True,True,False,False,True,False,False,True
141,1,False,False,False,True,True,False,False,False,True,False,True
142,1,False,False,False,True,True,False,False,False,False,True,True
143,0,False,False,False,True,True,False,False,False,False,True,False
144,0,False,False,False,True,False,True,False,True,False,False,True
145,0,False,False,False,True,False,True,False,False,True,False,False
146,1,False,False,False,True,False,True,False,False,False,True,True
147,0,False,False,False,True,False,True,False,False,False,True,False
148,1,False,False,False,True,False,False,True,True,False,False,True
149,0,False,False,False,True,False,False,True,False,True,False,True
150,0,False,False,False,True,False,False,True,False,True,False,False
151,0,False,False,False,True,False,False,True,False,False,True,False
152,1,False,False,False,True,False,False,False,True,False,False,True
153,0,False,False,False,True,False,False,False,False,False,True,False
154,0,False,False,False,True,False,False,False,False,False,False,False
155,0,False,False,False,False,True,True,False,True,False,False,True
156,0,False,False,False,False,True,True,False,False,True,False,True
157,0,False,False,False,False,True,True,False,False,False,True,True
158,1,False,False,False,False,True,True,False,False,False,True,False
159,0,False,False,False,False,True,False,True,False,False,True,False
160,0,False,False,False,False,False,True,False,True,False,False,True
161,1,False,False,False,False,False,False,True,True,False,False,True
162,0,False,False,False,False,False,False,True,False,True,False,True
163,0,False,False,False,False,False,False,True,False,False,True,True
164,0,False,False,False,False,False,False,True,False,False,True,False
165,1,False,False,False,False,False,False,False,True,False,False,True
166,0,False,False,False,False,False,False,False,False,True,False,True
167,0,False,False,False,False,False,False,False,False,False,False,False
168,0,True,False,True,False,True,True,False,True,False,False,False
169,0,True,False,True,False,True,True,False,False,True,False,True
170,0,True,False,True,False,True,True,False,False,True,False,False
171,0,True,False,True,False,True,True,False,False,False,True,True
172,0,True,False,True,False,True,True,False,False,False,True,False
173,0,True,False,True,False,True,True,False,False,False,False,True
174,0,True,False,True,False,True,True,False,False,False,False,False
175,0,True,False,True,False,True,False,True,True,False,False,True
176,0,True,False,True,False,True,False,True,True,False,False,False
177,0,True,False,True,False,True,False,True,False,True,False,True
178,0,True,False,True,False,True,False,True,False,True,False,False
179,0,True,False,True,False,True,False,True,False,False,True,True
180,0,True,False,True,False,True,False,True,False,False,True,False
181,0,True,False,True,False,True,False,True,False,False,False,True
182,0,True,False,True,False,True,False,True,False,False,False,False
183,0,True,False,True,False,True,False,False,True,False,False,True
184,0,True,False,True,False,True,False,False,True,False,False,False
185,0,True,False,True,False,True,False,False,False,True,False,True
186,0,True,False,True,False,True,False,False,False,True,False,False
187,0,True,False,True,False,True,False,False,False,False,True,True
188,0,True,False,True,False,True,False,False,False,False,True,False
189,0,True,False,True,False,True,False,False,False,False,False,True
190,0,True,False,True,False,True,False,False,False,False,False,False
191,0,True,False,True,False,False,True,False,True,False,False,True
192,0,True,False,True,False,False,True,False,True,False,False,False
193,0,True,False,True,False,False,True,False,False,True,False,True
194,0,True,False,True,False,False,True,False,False,True,False,False
195,0,True,False,True,False,False,True,False,False,False,True,True
196,0,True,False,True,False,False,True,False,False,False,True,False
197,0,True,False,True,False,False,True,False,False,False,False,True
198,0,True,False,True,False,False,True,False,False,False,False,False
199,0,True,False,True,False,False,False,True,True,False,False,True
200,0,True,False,True,False,False,False,True,True,False,False,False
201,0,True,False,True,False,False,False,True,False,True,False,True
202,1,True,False,True,False,False,False,True,False,True,False,False
203,0,True,False,True,False,False,False,True,False,False,True,True
204,1,True,False,True,False,False,False,True,False,False,True,False
205,0,True,False,True,False,False,False,True,False,False,False,True
206,1,True,False,True,False,False,False,True,False,False,False,False
207,0,True,False,True,False,False,False,False,True,False,False,True
208,0,True,False,True,False,False,False,False,True,False,False,False
209,0,True,False,True,False,False,False,False,False,True,False,True
210,1,True,False,True,False,False,False,False,False,True,False,False
211,0,True,False,True,False,False,False,False,False,False,True,True
212,1,True,False,True,False,False,False,False,False,False,True,False
213,0,True,False,True,False,False,False,False,False,False,False,True
214,1,True,False,True,False,False,False,False,False,False,False,False
215,0,True,False,False,True,True,True,False,True,False,False,True
216,0,True,False,False,True,True,True,False,True,False,False,False
217,0,True,False,False,True,True,True,False,False,True,False,True
218,0,True,False,False,True,True,True,False,False,True,False,False
219,0,True,False,False,True,True,True,False,False,False,True,True
220,0,True,False,False,True,True,True,False,False,False,True,False
221,0,True,False,False,True,True,True,False,False,False,False,True
222,0,True,False,False,True,True,True,False,False,False,False,False
223,0,True,False,False,True,True,False,True,True,False,False,True
224,0,True,False,False,True,True,False,True,True,False,False,False
225,0,True,False,False,True,True,False,True,False,True,False,True
226,1,True,False,False,True,True,False,True,False,True,False,False
227,0,True,False,False,True,True,False,True,False,False,True,True
228,1,True,False,False,True,True,False,True,False,False,True,False
229,0,True,False,False,True,True,False,True,False,False,False,True
230,1,True,False,False,True,True,False,True,False,False,False,False
231,0,True,False,False,True,True,False,False,True,False,False,True
232,0,True,False,False,True,True,False,False,True,False,False,False
233,0,True,False,False,True,True,False,False,False,True,False,True
234,1,True,False,False,True,True,False,False,False,True,False,False
235,0,True,False,False,True,True,False,False,False,False,True,True
236,1,True,False,False,True,True,False,False,False,False,True,False
237,0,True,False,False,True,True,False,False,False,False,False,True
238,1,True,False,False,True,True,False,False,False,False,False,False
239,0,True,False,False,True,False,True,False,True,False,False,True
240,0,True,False,False,True,False,True,False,True,False,False,False
241,0,True,False,False,True,False,True,False,False,True,False,True
242,1,True,False,False,True,False,True,False,False,True,False,False
243,0,True,False,False,True,False,True,False,False,False,True,True
244,1,True,False,False,True,False,True,False,False,False,True,False
245,0,True,False,False,True,False,True,False,False,False,False,True
246,1,True,False,False,True,False,True,False,False,False,False,False
247,0,True,False,False,True,False,False,True,True,False,False,True
248,1,True,False,False,True,False,False,True,True,False,False,False
249,1,True,False,False,True,False,False,True,False,True,False,True
250,0,True,False,False,True,False,False,True,False,True,False,False
251,1,True,False,False,True,False,False,True,False,False,True,True
252,0,True,False,False,True,False,False,True,False,False,True,False
253,1,True,False,False,True,False,False,True,False,False,False,True
254,0,True,False,False,True,False,False,True,False,False,False,False
255,0,True,False,False,True,False,False,False,True,False,False,True
256,1,True,False,False,True,False,False,False,True,False,False,False
257,1,True,False,False,True,False,False,False,False,True,False,True
258,0,True,False,False,True,False,False,False,False,True,False,False
259,1,True,False,False,True,False,False,False,False,False,True,True
260,0,True,False,False,True,False,False,False,False,False,True,False
261,1,True,False,False,True,False,False,False,False,False,False,True
262,0,True,False,False,True,False,False,False,False,False,False,False
263,0,True,False,False,False,True,True,False,True,False,False,True
264,0,True,False,False,False,True,True,False,True,False,False,False
265,0,True,False,False,False,True,True,False,False,True,False,True
266,0,True,False,False,False,True,True,False,False,True,False,False
267,0,True,False,False,False,True,True,False,False,False,True,True
268,0,True,False,False,False,True,True,False,False,False,True,False
269,0,True,False,False,False,True,True,False,False,False,False,True
270,0,True,False,False,False,True,True,False,False,False,False,False
271,0,True,False,False,False,True,False,True,True,False,False,True
272,0,True,False,False,False,True,False,True,True,False,False,False
273,0,True,False,False,False,True,False,True,False,True,False,True
274,1,True,False,False,False,True,False,True,False,True,False,False
275,0,True,False,False,False,True,False,True,False,False,True,True
276,1,True,False,False,False,True,False,True,False,False,True,False
277,0,True,False,False,False,True,False,True,False,False,False,True
278,1,True,False,False,False,True,False,True,False,False,False,False
279,0,True,False,False,False,True,False,False,True,False,False,True
280,0,True,False,False,False,True,False,False,True,False,False,False
281,0,True,False,False,False,True,False,False,False,True,False,True
282,1,True,False,False,False,True,False,False,False,True,False,False
283,0,True,False,False,False,True,False,False,False,False,True,True
284,1,True,False,False,False,True,False,False,False,False,True,False
285,0,True,False,False,False,True,False,False,False,False,False,True
286,1,True,False,False,False,True,False,False,False,False,False,False
287,0,True,False,False,False,False,True,False,True,False,False,True
288,0,True,False,False,False,False,True,False,True,False,False,False
289,0,True,False,False,False,False,True,False,False,True,False,True
290,1,True,False,False,False,False,True,False,False,True,False,False
291,0,True,False,False,False,False,True,False,False,False,True,True
292,1,True,False,False,False,False,True,False,False,False,True,False
293,0,True,False,False,False,False,True,False,False,False,False,True
294,1,True,False,False,False,False,True,False,False,False,False,False
295,0,True,False,False,False,False,False,True,True,False,False,True
296,1,True,False,False,False,False,False,True,True,False,False,False
297,1,True,False,False,False,False,False,True,False,True,False,True
298,0,True,False,False,False,False,False,True,False,True,False,False
299,1,True,False,False,False,False,False,True,False,False,True,True
300,0,True,False,False,False,False,False,True,False,False,True,False
301,1,True,False,False,False,False,False,True,False,False,False,True
302,0,True,False,False,False,False,False,True,False,False,False,False
303,0,True,False,False,False,False,False,False,True,False,False,True
304,1,True,False,False,False,False,False,False,True,False,False,False
305,1,True,False,False,False,False,False,False,False,True,False,True
306,0,True,False,False,False,False,False,False,False,True,False,False
307,1,True,False,False,False,False,False,False,False,False,True,True
308,0,True,False,False,False,False,False,False,False,False,True,False
309,1,True,False,False,False,False,False,False,False,False,False,True
310,0,True,False,False,False,False,False,False,False,False,False,False
311,0,False,True,True,False,True,True,False,True,False,False,True
312,0,False,True,True,False,True,True,False,True,False,False,False
313,0,False,True,True,False,True,True,False,False,True,False,True
314,0,False,True,True,False,True,True,False,False,True,False,False
315,0,False,True,True,False,True,True,False,False,False,True,True
316,0,False,True,True,False,True,True,False,False,False,True,False
317,0,False,True,True,False,True,True,False,False,False,False,True
318,0,False,True,True,False,True,True,False,False,False,False,False
319,0,False,True,True,False,True,False,True,True,False,False,True
320,0,False,True,True,False,True,False,True,True,False,False,False
321,0,False,True,True,False,True,False,True,False,True,False,True
322,1,False,True,True,False,True,False,True,False,True,False,False
323,0,False,True,True,False,True,False,True,False,False,True,True
324,1,False,True,True,False,True,False,True,False,False,True,False
325,0,False,True,True,False,True,False,True,False,False,False,True
326,1,False,True,True,False,True,False,True,False,False,False,False
327,0,False,True,True,False,True,False,False,True,False,False,True
328,0,False,True,True,False,True,False,False,True,False,False,False
329,0,False,True,True,False,True,False,False,False,True,False,True
330,1,False,True,True,False,True,False,False,False,True,False,False
331,0,False,True,True,False,True,False,False,False,False,True,True
332,1,False,True,True,False,True,False,False,False,False,True,False
333,0,False,True,True,False,True,False,False,False,False,False,True
334,1,False,True,True,False,True,False,False,False,False,False,False
335,0,False,True,True,False,False,True,False,True,False,False,True
336,0,False,True,True,False,False,True,False,True,False,False,False
337,0,False,True,True,False,False,True,False,False,True,False,True
338,1,False,True,True,False,False,True,False,False,True,False,False
339,0,False,True,True,False,False,True,False,False,False,True,True
340,1,False,True,True,False,False,True,False,False,False,True,False
341,0,False,True,True,False,False,True,False,False,False,False,True
342,1,False,True,True,False,False,True,False,False,False,False,False
343,0,False,True,True,False,False,False,True,True,False,False,True
344,1,False,True,True,False,False,False,True,True,False,False,False
345,1,False,True,True,False,False,False,True,False,True,False,True
346,0,False,True,True,False,False,False,True,False,True,False,False
347,1,False,True,True,False,False,False,True,False,False,True,True
348,0,False,True,True,False,False,False,True,False,False,True,False
349,1,False,True,True,False,False,False,True,False,False,False,True
350,0,False,True,True,False,False,False,True,False,False,False,False
351,0,False,True,True,False,False,False,False,True,False,False,True
352,1,False,True,True,False,False,False,False,True,False,False,False
353,1,False,True,True,False,False,False,False,False,True,False,True
354,0,False,True,True,False,False,False,False,False,True,False,False
355,1,False,True,True,False,False,False,False,False,False,True,True
356,0,False,True,True,False,False,False,False,False,False,True,False
357,1,False,True,True,False,False,False,False,False,False,False,True
358,0,False,True,True,False,False,False,False,False,False,False,False
359,0,False,True,False,True,True,True,False,True,False,False,True
360,0,False,True,False,True,True,True,False,True,False,False,False
361,0,False,True,False,True,True,True,False,False,True,False,True
362,1,False,True,False,True,True,True,False,False,True,False,False
363,0,False,True,False,True,True,True,False,False,False,True,True
364,1,False,True,False,True,True,True,False,False,False,True,False
365,0,False,True,False,True,True,True,False,False,False,False,True
366,1,False,True,False,True,True,True,False,False,False,False,False
367,0,False,True,False,True,True,False,True,True,False,False,True
368,1,False,True,False,True,True,False,True,True,False,False,False
369,1,False,True,False,True,True,False,True,False,True,False,True
370,0,False,True,False,True,True,False,True,False,True,False,False
371,1,False,True,False,True,True,False,True,False,False,True,True
372,0,False,True,False,True,True,False,True,False,False,True,False
373,1,False,True,False,True,True,False,True,False,False,False,True
374,0,False,True,False,True,True,False,True,False,False,False,False
375,0,False,True,False,True,True,False,False,True,False,False,True
376,1,False,True,False,True,True,False,False,True,False,False,False
377,1,False,True,False,True,True,False,False,False,True,False,True
378,0,False,True,False,True,True,False,False,False,True,False,False
379,1,False,True,False,True,True,False,False,False,False,True,True
380,0,False,True,False,True,True,False,False,False,False,True,False
381,1,False,True,False,True,True,False,False,False,False,False,True
382,0,False,True,False,True,True,False,False,False,False,False,False
383,0,False,True,False,True,False,True,False,True,False,False,True
384,1,False,True,False,True,False,True,False,True,False,False,False
385,1,False,True,False,True,False,True,False,False,True,False,True
386,0,False,True,False,True,False,True,False,False,True,False,False
387,1,False,True,False,True,False,True,False,False,False,True,True
388,0,False,True,False,True,False,True,False,False,False,True,False
389,1,False,True,False,True,False,True,False,False,False,False,True
390,0,False,True,False,True,False,True,False,False,False,False,False
391,1,False,True,False,True,False,False,True,True,False,False,True
392,0,False,True,False,True,False,False,True,True,False,False,False
393,0,False,True,False,True,False,False,True,False,True,False,True
394,0,False,True,False,True,False,False,True,False,True,False,False
395,0,False,True,False,True,False,False,True,False,False,True,True
396,0,False,True,False,True,False,False,True,False,False,True,False
397,0,False,True,False,True,False,False,True,False,False,False,True
398,0,False,True,False,True,False,False,True,False,False,False,False
399,1,False,True,False,True,False,False,False,True,False,False,True
400,0,False,True,False,True,False,False,False,True,False,False,False
401,0,False,True,False,True,False,False,False,False,True,False,True
402,0,False,True,False,True,False,False,False,False,True,False,False
403,0,False,True,False,True,False,False,False,False,False,True,True
404,0,False,True,False,True,False,False,False,False,False,True,False
405,0,False,True,False,True,False,False,False,False,False,False,True
406,0,False,True,False,True,False,False,False,False,False,False,False
407,0,False,True,False,False,True,True,False,True,False,False,True
408,0,False,True,False,False,True,True,False,True,False,False,False
409,0,False,True,False,False,True,True,False,False,True,False,True
410,1,False,True,False,False,True,True,False,False,True,False,False
411,0,False,True,False,False,True,True,False,False,False,True,True
412,1,False,True,False,False,True,True,False,False,False,True,False
413,0,False,True,False,False,True,True,False,False,False,False,True
414,1,False,True,False,False,True,True,False,False,False,False,False
415,0,False,True,False,False,True,False,True,True,False,False,True
416,1,False,True,False,False,True,False,True,True,False,False,False
417,1,False,True,False,False,True,False,True,False,True,False,True
418,0,False,True,False,False,True,False,True,False,True,False,False
419,1,False,True,False,False,True,False,True,False,False,True,True
420,0,False,True,False,False,True,False,True,False,False,True,False
421,1,False,True,False,False,True,False,True,False,False,False,True
422,0,False,True,False,False,True,False,True,False,False,False,False
423,0,False,True,False,False,True,False,False,True,False,False,True
424,1,False,True,False,False,True,False,False,True,False,False,False
425,1,False,True,False,False,True,False,False,False,True,False,True
426,0,False,True,False,False,True,False,False,False,True,False,False
427,1,False,True,False,False,True,False,False,False,False,True,True
428,0,False,True,False,False,True,False,False,False,False,True,False
429,1,False,True,False,False,True,False,False,False,False,False,True
430,0,False,True,False,False,True,False,False,False,False,False,False
431,0,False,True,False,False,False,True,False,True,False,False,True
432,1,False,True,False,False,False,True,False,True,False,False,False
433,1,False,True,False,False,False,True,False,False,True,False,True
434,0,False,True,False,False,False,True,False,False,True,False,False
435,1,False,True,False,False,False,True,False,False,False,True,True
436,0,False,True,False,False,False,True,False,False,False,True,False
437,1,False,True,False,False,False,True,False,False,False,False,True
438,0,False,True,False,False,False,True,False,False,False,False,False
439,1,False,True,False,False,False,False,True,True,False,False,True
440,0,False,True,False,False,False,False,True,True,False,False,False
441,0,False,True,False,False,False,False,True,False,True,False,True
442,0,False,True,False,False,False,False,True,False,True,False,False
443,0,False,True,False,False,False,False,True,False,False,True,True
444,0,False,True,False,False,False,False,True,False,False,True,False
445,0,False,True,False,False,False,False,True,False,False,False,True
446,0,False,True,False,False,False,False,True,False,False,False,False
447,1,False,True,False,False,False,False,False,True,False,False,True
448,0,False,True,False,False,False,False,False,True,False,False,False
449,0,False,True,False,False,False,False,False,False,True,False,True
450,0,False,True,False,False,False,False,False,False,True,False,False
451,0,False,True,False,False,False,False,False,False,False,True,True
452,0,False,True,False,False,False,False,False,False,False,True,False
453,0,False,True,False,False,False,False,False,False,False,False,True
454,0,False,True,False,False,False,False,False,False,False,False,False
455,0,False,False,True,False,True,True,False,True,False,False,True
456,0,False,False,True,False,True,True,False,True,False,False,False
457,0,False,False,True,False,True,True,False,False,True,False,True
458,0,False,False,True,False,True,True,False,False,True,False,False
459,0,False,False,True,False,True,True,False,False,False,True,True
460,0,False,False,True,False,True,True,False,False,False,True,False
461,0,False,False,True,False,True,True,False,False,False,False,True
462,0,False,False,True,False,True,True,False,False,False,False,False
463,0,False,False,True,False,True,False,True,True,False,False,True
464,0,False,False,True,False,True,False,True,True,False,False,False
465,0,False,False,True,False,True,False,True,False,True,False,True
466,1,False,False,True,False,True,False,True,False,True,False,False
467,0,False,False,True,False,True,False,True,False,False,True,True
468,1,False,False,True,False,True,False,True,False,False,True,False
469,0,False,False,True,False,True,False,True,False,False,False,True
470,1,False,False,True,False,True,False,True,False,False,False,False
471,0,False,False,True,False,True,False,False,True,False,False,True
472,0,False,False,True,False,True,False,False,True,False,False,False
473,0,False,False,True,False,True,False,False,False,True,False,True
474,1,False,False,True,False,True,False,False,False,True,False,False
475,0,False,False,True,False,True,False,False,False,False,True,True
476,1,False,False,True,False,True,False,False,False,False,True,False
477,0,False,False,True,False,True,False,False,False,False,False,True
478,1,False,False,True,False,True,False,False,False,False,False,False
479,0,False,False,True,False,False,True,False,True,False,False,True
480,0,False,False,True,False,False,True,False,True,False,False,False
481,0,False,False,True,False,False,True,False,False,True,False,True
482,1,False,False,True,False,False,True,False,False,True,False,False
483,0,False,False,True,False,False,True,False,False,False,True,True
484,1,False,False,True,False,False,True,False,False,False,True,False
485,0,False,False,True,False,False,True,False,False,False,False,True
486,1,False,False,True,False,False,True,False,False,False,False,False
487,0,False,False,True,False,False,False,True,True,False,False,True
488,1,False,False,True,False,False,False,True,True,False,False,False
489,1,False,False,True,False,False,False,True,False,True,False,True
490,0,False,False,True,False,False,False,True,False,True,False,False
491,1,False,False,True,False,False,False,True,False,False,True,True
492,0,False,False,True,False,False,False,True,False,False,True,False
493,1,False,False,True,False,False,False,True,False,False,False,True
494,0,False,False,True,False,False,False,True,False,False,False,False
495,0,False,False,True,False,False,False,False,True,False,False,True
496,1,False,False,True,False,False,False,False,True,False,False,False
497,1,False,False,True,False,False,False,False,False,True,False,True
498,0,False,False,True,False,False,False,False,False,True,False,False
499,1,False,False,True,False,False,False,False,False,False,True,True
500,0,False,False,True,False,False,False,False,False,False,True,False
501,1,False,False,True,False,False,False,False,False,False,False,True
502,0,False,False,True,False,False,False,False,False,False,False,False
503,0,False,False,False,True,True,True,False,True,False,False,True
504,0,False,False,False,True,True,True,False,True,False,False,False
505,0,False,False,False,True,True,True,False,False,True,False,True
506,1,False,False,False,True,True,True,False,False,True,False,False
507,0,False,False,False,True,True,True,False,False,False,True,True
508,1,False,False,False,True,True,True,False,False,False,True,False
509,0,False,False,False,True,True,True,False,False,False,False,True
510,1,False,False,False,True,True,True,False,False,False,False,False
511,0,False,False,False,True,True,False,True,True,False,False,True
512,1,False,False,False,True,True,False,True,True,False,False,False
513,1,False,False,False,True,True,False,True,False,True,False,True
514,0,False,False,False,True,True,False,True,False,True,False,False
515,1,False,False,False,True,True,False,True,False,False,True,True
516,0,False,False,False,True,True,False,True,False,False,True,False
517,1,False,False,False,True,True,False,True,False,False,False,True
518,0,False,False,False,True,True,False,True,False,False,False,False
519,0,False,False,False,True,True,False,False,True,False,False,True
520,1,False,False,False,True,True,False,False,True,False,False,False
521,1,False,False,False,True,True,False,False,False,True,False,True
522,0,False,False,False,True,True,False,False,False,True,False,False
523,1,False,False,False,True,True,False,False,False,False,True,True
524,0,False,False,False,True,True,False,False,False,False,True,False
525,1,False,False,False,True,True,False,False,False,False,False,True
526,0,False,False,False,True,True,False,False,False,False,False,False
527,0,False,False,False,True,False,True,False,True,False,False,True
528,1,False,False,False,True,False,True,False,True,False,False,False
529,1,False,False,False,True,False,True,False,False,True,False,True
530,0,False,False,False,True,False,True,False,False,True,False,False
531,1,False,False,False,True,False,True,False,False,False,True,True
532,0,False,False,False,True,False,True,False,False,False,True,False
533,1,False,False,False,True,False,True,False,False,False,False,True
534,0,False,False,False,True,False,True,False,False,False,False,False
