,label,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,d1,d2,d3,d4
81,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
82,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
83,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
84,0,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
85,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
86,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
87,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
88,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
89,1,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
90,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
91,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
92,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
93,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
94,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
95,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
96,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
97,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
98,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
99,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
100,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
101,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
102,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
103,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
104,0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
105,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
106,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
107,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
108,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
109,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
110,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
111,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
112,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
113,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
115,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
116,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
117,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
118,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
119,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
120,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
121,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
122,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
123,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
125,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False
126,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False
127,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True
128,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
129,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
130,0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
131,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
132,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
133,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
134,0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
135,0,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
136,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
137,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
138,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
139,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
140,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
141,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
142,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True
143,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
144,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
145,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
146,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
147,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
148,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
149,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
150,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
151,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False
152,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True
153,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
154,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
155,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
156,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
157,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
158,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
159,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
160,0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
161,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False
162,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
163,0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
164,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
165,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
166,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
167,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
168,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
169,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
170,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
171,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
172,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
173,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
174,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
175,0,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False
176,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False
177,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
178,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False
179,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
180,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
181,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
182,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
183,0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
184,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
185,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
186,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
187,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True
188,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
189,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False
190,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False
191,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
192,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True
193,0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
194,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
195,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
196,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
197,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
198,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
199,0,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
200,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
201,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False
202,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
203,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
204,0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
205,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
206,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
207,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
208,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
209,0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
210,0,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
211,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
212,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
213,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
214,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
215,1,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False
216,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
217,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
218,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
219,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
220,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
221,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
222,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
223,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
224,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
225,0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
226,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
227,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
228,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
229,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
230,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
231,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
232,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
233,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
234,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
235,0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
236,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
237,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
238,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
239,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
240,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
241,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
242,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
243,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
244,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
245,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
246,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
247,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
248,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
249,0,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
250,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
251,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
252,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True
253,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False
254,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False
255,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
256,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
257,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
258,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
259,1,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False
260,0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
261,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
262,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True
263,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
264,0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
265,0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
266,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
267,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
268,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
269,0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
270,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
271,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
272,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
273,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
274,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
275,0,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False
276,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
277,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
278,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
279,0,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
280,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
281,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
282,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True
283,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
284,0,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
285,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
286,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
287,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
288,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
289,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
290,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False
291,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
292,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
293,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
294,0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
295,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
296,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
297,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
298,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
299,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
300,0,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
301,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
302,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
303,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
304,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
305,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
306,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
307,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
308,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
309,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
310,0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False
311,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
312,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
313,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
314,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
315,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
316,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
317,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
318,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
319,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
320,0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
321,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
322,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
323,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
324,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
325,0,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
326,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False
327,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
328,0,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False
329,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
330,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
331,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
332,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
333,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
334,0,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
335,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
336,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False
337,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
338,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
339,0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False
340,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False
341,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
342,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
343,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
344,0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
345,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
346,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
347,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
348,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
349,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
350,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
351,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
352,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
353,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
354,0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
355,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
356,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
357,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
358,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
359,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
360,0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
361,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
362,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
363,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
364,0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
365,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
366,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
367,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
368,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
369,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
370,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
371,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
372,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
373,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
374,0,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False
375,0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False
376,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False
377,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True
378,0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
379,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False
380,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False
381,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
382,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True
383,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
384,0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False
385,0,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
