,label,buyingvhigh,buyinghigh,buyingmed,maintvhigh,mainthigh,maintmed,doors5,doors4,doors3,persons5,persons4,lug_boot2,lug_boot1,safety2,safety1
103,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
104,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False
105,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True
106,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
107,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False
108,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True
109,False,True,True,True,False,True,True,False,False,False,False,False,False,False,True,True
110,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False
111,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True
112,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,True
113,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False
114,False,True,True,True,False,True,True,False,False,False,False,False,True,True,False,True
115,False,True,True,True,False,True,True,False,False,False,False,False,True,True,True,True
116,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False
117,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True
118,False,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True
119,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False
120,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True
121,False,True,True,True,False,True,True,False,False,False,False,True,False,True,True,True
122,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False
123,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,True
124,False,True,True,True,False,True,True,False,False,False,False,True,True,True,True,True
125,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,False
126,False,True,True,True,False,True,True,False,False,False,True,True,False,False,False,True
127,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,True
128,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,False
129,False,True,True,True,False,True,True,False,False,False,True,True,False,True,False,True
130,False,True,True,True,False,True,True,False,False,False,True,True,False,True,True,True
131,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False
132,False,True,True,True,False,True,True,False,False,False,True,True,True,True,False,True
133,False,True,True,True,False,True,True,False,False,False,True,True,True,True,True,True
134,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False
135,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,True
136,False,True,True,True,False,True,True,False,False,True,False,False,False,False,True,True
137,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False
138,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True
139,False,True,True,True,False,True,True,False,False,True,False,False,False,True,True,True
140,False,True,True,True,False,True,True,False,False,True,False,False,True,True,False,False
141,False,True,True,True,False,True,True,False,False,True,False,False,True,True,False,True
142,False,True,True,True,False,True,True,False,False,True,False,False,True,True,True,True
143,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False
144,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True
145,False,True,True,True,False,True,True,False,False,True,False,True,False,False,True,True
146,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False
147,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True
148,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True
149,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False
150,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True
151,False,True,True,True,False,True,True,False,False,True,False,True,True,True,True,True
152,False,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False
153,False,True,True,True,False,True,True,False,False,True,True,True,False,False,False,True
154,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,True
155,False,True,True,True,False,True,True,False,False,True,True,True,False,True,False,False
156,False,True,True,True,False,True,True,False,False,True,True,True,False,True,False,True
157,False,True,True,True,False,True,True,False,False,True,True,True,False,True,True,True
158,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False
159,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,True
160,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True
161,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False
162,False,True,True,True,False,True,True,False,True,True,False,False,False,False,False,True
163,False,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True
164,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,False
165,False,True,True,True,False,True,True,False,True,True,False,False,False,True,False,True
166,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True
167,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False
168,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True
169,False,True,True,True,False,True,True,False,True,True,False,False,True,True,True,True
170,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False
171,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,True
172,False,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True
173,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,False
174,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,True
175,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True
176,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,False
177,False,True,True,True,False,True,True,False,True,True,False,True,True,True,False,True
178,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True
179,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,False
180,False,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True
181,False,True,True,True,False,True,True,False,True,True,True,True,False,False,True,True
182,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False
183,False,True,True,True,False,True,True,False,True,True,True,True,False,True,False,True
184,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True
185,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False
186,False,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True
187,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True
188,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False
189,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True
190,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,True
191,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,False
192,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True
193,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True
194,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False
195,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,True
196,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True
197,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,False
198,False,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True
199,False,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True
200,False,True,True,True,False,True,True,True,True,True,False,True,False,True,False,False
201,False,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True
202,False,True,True,True,False,True,True,True,True,True,False,True,False,True,True,True
203,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False
204,False,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True
205,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True
206,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False
207,False,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True
208,False,True,True,True,False,True,True,True,True,True,True,True,False,False,True,True
209,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False
210,False,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True
211,False,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True
212,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False
213,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True
214,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
215,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
216,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
217,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True
218,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False
219,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True
220,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,True
221,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,False
222,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True
223,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,True
224,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,False
225,False,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True
226,True,True,True,True,False,False,True,False,False,False,False,True,False,False,True,True
227,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False
228,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True
229,True,True,True,True,False,False,True,False,False,False,False,True,False,True,True,True
230,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,False
231,True,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True
232,True,True,True,True,False,False,True,False,False,False,False,True,True,True,True,True
233,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,False
234,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True
235,False,True,True,True,False,False,True,False,False,False,True,True,False,False,True,True
236,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,False
237,False,True,True,True,False,False,True,False,False,False,True,True,False,True,False,True
238,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,True
239,False,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False
240,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,True
241,True,True,True,True,False,False,True,False,False,False,True,True,True,True,True,True
242,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False
243,False,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True
244,False,True,True,True,False,False,True,False,False,True,False,False,False,False,True,True
245,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,False
246,False,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True
247,False,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True
248,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False
249,False,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True
250,False,True,True,True,False,False,True,False,False,True,False,False,True,True,True,True
251,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False
252,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,True
253,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True
254,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False
255,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True
256,True,True,True,True,False,False,True,False,False,True,False,True,False,True,True,True
257,False,True,True,True,False,False,True,False,False,True,False,True,True,True,False,False
258,True,True,True,True,False,False,True,False,False,True,False,True,True,True,False,True
259,True,True,True,True,False,False,True,False,False,True,False,True,True,True,True,True
260,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,False
261,False,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True
262,True,True,True,True,False,False,True,False,False,True,True,True,False,False,True,True
263,False,True,True,True,False,False,True,False,False,True,True,True,False,True,False,False
264,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True
265,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True
266,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False
267,True,True,True,True,False,False,True,False,False,True,True,True,True,True,False,True
268,True,True,True,True,False,False,True,False,False,True,True,True,True,True,True,True
269,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
270,False,True,True,True,False,False,True,False,True,True,False,False,False,False,False,True
271,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True
272,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False
273,False,True,True,True,False,False,True,False,True,True,False,False,False,True,False,True
274,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True
275,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,False
276,False,True,True,True,False,False,True,False,True,True,False,False,True,True,False,True
277,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True
278,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,False
279,False,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True
280,True,True,True,True,False,False,True,False,True,True,False,True,False,False,True,True
281,False,True,True,True,False,False,True,False,True,True,False,True,False,True,False,False
282,True,True,True,True,False,False,True,False,True,True,False,True,False,True,False,True
283,True,True,True,True,False,False,True,False,True,True,False,True,False,True,True,True
284,False,True,True,True,False,False,True,False,True,True,False,True,True,True,False,False
285,True,True,True,True,False,False,True,False,True,True,False,True,True,True,False,True
286,True,True,True,True,False,False,True,False,True,True,False,True,True,True,True,True
287,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False
288,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,True
289,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,True
290,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False
291,True,True,True,True,False,False,True,False,True,True,True,True,False,True,False,True
292,True,True,True,True,False,False,True,False,True,True,True,True,False,True,True,True
293,False,True,True,True,False,False,True,False,True,True,True,True,True,True,False,False
294,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True
295,True,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True
296,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False
297,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True
298,False,True,True,True,False,False,True,True,True,True,False,False,False,False,True,True
299,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False
300,False,True,True,True,False,False,True,True,True,True,False,False,False,True,False,True
301,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True
302,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,False
303,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True
304,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True
305,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False
306,False,True,True,True,False,False,True,True,True,True,False,True,False,False,False,True
307,True,True,True,True,False,False,True,True,True,True,False,True,False,False,True,True
308,False,True,True,True,False,False,True,True,True,True,False,True,False,True,False,False
309,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,True
310,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,True
311,False,True,True,True,False,False,True,True,True,True,False,True,True,True,False,False
312,True,True,True,True,False,False,True,True,True,True,False,True,True,True,False,True
313,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True
314,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,False
315,False,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True
316,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True
317,False,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False
318,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,True
319,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True
320,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False
321,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True
322,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True
323,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
324,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True
325,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True
326,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False
327,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True
328,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True
329,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False
330,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True
331,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
332,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
333,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True
334,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True
335,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False
336,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True
337,True,True,True,True,False,False,False,False,False,False,False,True,False,True,True,True
338,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False
339,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True
340,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True
341,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False
342,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True
343,False,True,True,True,False,False,False,False,False,False,True,True,False,False,True,True
344,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False
345,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True
346,True,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True
347,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False
348,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True
349,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True
350,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
351,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True
352,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True
353,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False
354,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True
355,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,True
356,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,False
357,False,True,True,True,False,False,False,False,False,True,False,False,True,True,False,True
358,False,True,True,True,False,False,False,False,False,True,False,False,True,True,True,True
359,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False
360,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True
361,True,True,True,True,False,False,False,False,False,True,False,True,False,False,True,True
362,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False
363,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True
364,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True
365,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False
366,True,True,True,True,False,False,False,False,False,True,False,True,True,True,False,True
367,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,True
368,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False
369,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True
370,True,True,True,True,False,False,False,False,False,True,True,True,False,False,True,True
371,False,True,True,True,False,False,False,False,False,True,True,True,False,True,False,False
372,True,True,True,True,False,False,False,False,False,True,True,True,False,True,False,True
373,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True
374,False,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False
375,True,True,True,True,False,False,False,False,False,True,True,True,True,True,False,True
376,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True
377,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False
378,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
379,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,True
380,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False
381,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True
382,False,True,True,True,False,False,False,False,True,True,False,False,False,True,True,True
383,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,False
384,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True
385,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True
386,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False
387,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True
388,True,True,True,True,False,False,False,False,True,True,False,True,False,False,True,True
389,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False
390,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,True
391,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True
392,False,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False
393,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True
394,True,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True
395,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False
396,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,True
397,True,True,True,True,False,False,False,False,True,True,True,True,False,False,True,True
398,False,True,True,True,False,False,False,False,True,True,True,True,False,True,False,False
399,True,True,True,True,False,False,False,False,True,True,True,True,False,True,False,True
400,True,True,True,True,False,False,False,False,True,True,True,True,False,True,True,True
401,False,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False
402,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True
403,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True
404,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False
405,False,True,True,True,False,False,False,True,True,True,False,False,False,False,False,True
