,label,x1,x2,x3,x4,x5,x6,x7,x8,x9,o1,o2,o3,o4,o5,o6,o7,o8,o9
56,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True
57,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False
58,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False
59,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True
60,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
61,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
62,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True
63,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
64,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
65,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
66,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
67,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
68,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True
69,True,True,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
70,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
71,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
72,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
73,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
74,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
75,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
76,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
77,True,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False
78,True,True,True,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,True
79,True,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
80,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
81,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False
82,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True
83,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
84,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,True
85,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True
86,True,True,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False
87,True,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False
88,True,True,True,False,False,False,True,False,True,True,False,False,True,True,True,False,True,False,False
89,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
90,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
91,True,True,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False
92,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False
93,True,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True
94,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
95,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False
96,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
97,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
98,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
99,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
100,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
101,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True
102,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True
103,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
104,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False
105,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
106,True,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
107,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
108,True,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True
109,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False
110,True,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True
111,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
112,True,True,False,True,True,True,True,False,False,False,False,True,False,False,False,False,True,True,True
113,True,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True,True,False
114,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,True,False,True
115,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False
116,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True
117,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False
118,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True
119,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True
120,True,True,False,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,True
121,True,True,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,True,False
122,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,False,True,False,True
123,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False
124,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
125,True,True,False,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False
126,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
127,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False
128,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True
129,True,True,False,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,False
130,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
131,True,True,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False
132,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
133,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
134,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
135,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False
136,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True
137,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
138,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,True,False
139,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True
140,True,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
141,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False
142,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
143,True,True,False,False,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True
144,True,True,False,False,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True
145,True,True,False,False,True,False,True,True,False,True,False,True,True,False,True,False,False,True,False
146,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False
147,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False
148,True,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True
149,True,True,False,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False
150,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,True,False,False
151,True,True,False,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False
152,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False
153,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False
154,True,True,False,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
155,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False
156,True,True,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False
157,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True
158,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False,False,False
159,True,True,False,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False
160,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False
161,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False
162,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False
163,True,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True
164,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False
165,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False
166,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,True
167,True,True,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False
168,True,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False
169,True,True,False,False,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False
170,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False
171,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False
172,True,True,False,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,False
173,True,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False
174,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,False,False
175,True,True,False,False,False,True,False,True,True,True,False,True,True,True,False,True,False,False,False
176,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False
177,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,False,False
178,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False
179,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,True,False,False
180,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,False
181,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,True,False
182,True,True,False,False,False,False,True,False,True,True,False,True,True,False,True,False,False,False,False
183,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False
184,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False
185,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False
186,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False
187,True,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True
188,True,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True
189,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,True,False
190,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True
191,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False
192,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False
193,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True,True
194,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False
195,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True
196,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False
197,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False
198,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,True
199,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
200,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True
201,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True
202,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False
203,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False
204,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False
205,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True
206,True,True,False,False,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False
207,True,True,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False
208,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False
209,True,True,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,False
210,True,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False
211,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,False,False,False
212,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False
213,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False
214,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False
215,True,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False
216,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False
217,True,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False
218,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False
219,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False
220,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
221,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False
222,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False
223,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True
224,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True
225,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True
226,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False
227,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,False,True
228,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False
229,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
230,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True
231,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False
232,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,True,False,False,False
233,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False
234,True,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
235,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True
236,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
237,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
238,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False
239,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True
240,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,True,True
241,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,True,False
242,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False
243,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False
244,True,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True
245,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
246,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,True,False
247,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,True
248,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False
249,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False
250,True,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,True
251,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
252,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
253,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True
254,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
255,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
256,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False
257,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
258,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,False,False,False,False
259,True,True,False,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False
260,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False
261,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False
262,True,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False
263,True,True,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False
264,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False
265,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,True,False,False,False
266,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False
267,True,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False
268,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False
269,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
270,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False
271,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False
272,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
273,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False
274,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True
275,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False
276,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True
277,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,True
278,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
279,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
280,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
281,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True
282,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
283,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
284,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True
285,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False,False,True,False
286,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False
287,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,True,False,False
288,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
289,True,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False
290,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False
291,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
292,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
293,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False
294,True,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True
295,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True
296,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,False,True,False
297,True,False,True,True,False,True,True,True,False,False,True,False,False,True,False,False,False,True,True
298,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True
299,True,False,True,True,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False
300,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
301,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
302,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False
303,True,False,True,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True
304,True,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
305,True,False,True,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False
306,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False
307,True,False,True,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
308,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False
309,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True
310,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False
311,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
312,True,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True
313,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
314,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False
315,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
316,True,False,True,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
317,True,False,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,True,True
318,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,True
319,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False,False,True,False
320,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False
321,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,False
322,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True
323,True,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,True,False,False
324,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
325,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
326,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
327,True,False,True,False,True,True,False,False,True,True,True,False,True,False,False,True,True,False,False
328,True,False,True,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,True
329,True,False,True,False,False,False,True,True,True,False,True,False,True,True,False,False,False,False,False
330,True,False,True,False,False,True,True,False,True,True,True,False,True,True,False,False,True,False,False
331,True,False,True,False,False,True,True,False,True,False,True,False,True,True,False,False,False,False,False
332,True,False,True,False,False,False,True,False,True,True,True,False,True,True,False,False,False,False,False
333,True,False,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False
334,True,False,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False
335,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False
336,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True
337,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False
338,True,False,True,False,False,False,True,False,True,True,True,False,True,False,False,False,True,False,False
339,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,True
340,True,False,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False
341,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
342,True,False,True,False,False,True,False,False,True,True,True,False,True,False,False,True,False,False,False
343,True,False,True,False,False,True,False,False,True,True,True,False,True,False,False,False,True,False,False
344,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False
345,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True
346,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,True,True
