,label,a1,a2,b1,b2,c1,d1,d2,e1,e2,e3,f1
44,0,True,False,False,False,False,False,True,False,False,True,False
45,0,True,False,False,False,False,False,True,False,False,False,False
46,0,True,False,False,False,False,False,False,False,False,False,True
47,1,False,True,True,False,True,True,False,True,False,False,True
48,1,False,True,True,False,True,True,False,True,False,False,False
49,0,False,True,True,False,True,True,False,False,False,False,True
50,0,False,True,True,False,True,True,False,False,False,False,False
51,1,False,True,True,False,True,False,True,True,False,False,True
52,1,False,True,True,False,True,False,True,True,False,False,False
53,1,False,True,True,False,True,False,False,False,True,False,False
54,1,False,True,True,False,True,False,False,False,False,True,False
55,0,False,True,True,False,True,False,False,False,False,False,True
56,1,False,True,True,False,False,True,False,False,True,False,False
57,0,False,True,True,False,False,False,True,False,False,False,True
58,1,False,True,True,False,False,False,False,True,False,False,False
59,1,False,True,False,True,True,True,False,False,False,True,False
60,0,False,True,False,True,True,True,False,False,False,False,False
61,1,False,True,False,True,True,False,True,True,False,False,False
62,0,False,True,False,True,True,False,True,False,True,False,True
63,1,False,True,False,True,True,False,False,True,False,False,True
64,1,False,True,False,True,True,False,False,False,True,False,False
65,0,False,True,False,True,True,False,False,False,False,True,True
66,0,False,True,False,True,True,False,False,False,False,True,False
67,0,False,True,False,True,True,False,False,False,False,False,False
68,1,False,True,False,True,False,True,False,False,True,False,False
69,1,False,True,False,True,False,False,True,True,False,False,False
70,1,False,True,False,True,False,False,True,False,False,True,True
71,1,False,True,False,True,False,False,True,False,False,True,False
72,0,False,True,False,True,False,False,False,False,False,False,True
73,1,False,True,False,False,True,True,False,False,False,True,True
74,0,False,True,False,False,True,False,True,True,False,False,True
75,0,False,True,False,False,True,False,True,False,True,False,True
76,0,False,True,False,False,True,False,True,False,True,False,False
77,0,False,True,False,False,True,False,True,False,False,True,False
78,0,False,True,False,False,True,False,False,False,False,True,True
79,0,False,True,False,False,False,True,False,True,False,False,False
80,0,False,True,False,False,False,True,False,False,True,False,False
81,0,False,True,False,False,False,True,False,False,False,False,True
82,0,False,True,False,False,False,False,True,False,False,True,True
83,0,False,True,False,False,False,False,True,False,False,False,False
84,0,False,True,False,False,False,False,False,True,False,False,True
85,0,False,True,False,False,False,False,False,False,True,False,True
86,0,False,True,False,False,False,False,False,False,False,False,False
87,1,False,False,True,False,True,True,False,True,False,False,True
88,1,False,False,True,False,True,True,False,False,True,False,True
89,1,False,False,True,False,True,True,False,False,False,True,True
90,0,False,False,True,False,True,False,True,False,False,False,False
91,1,False,False,True,False,True,False,False,True,False,False,False
92,0,False,False,True,False,True,False,False,False,False,False,False
93,1,False,False,True,False,False,True,False,False,True,False,True
94,1,False,False,True,False,False,False,True,False,False,True,False
95,0,False,False,True,False,False,False,True,False,False,False,False
96,1,False,False,True,False,False,False,False,True,False,False,True
97,1,False,False,False,True,True,True,False,False,True,False,False
98,0,False,False,False,True,True,True,False,False,False,False,True
99,1,False,False,False,True,True,False,True,False,False,True,True
100,1,False,False,False,True,True,False,False,True,False,False,False
101,1,False,False,False,True,False,True,False,False,True,False,False
102,1,False,False,False,True,False,True,False,False,False,True,False
103,1,False,False,False,True,False,False,True,True,False,False,False
104,1,False,False,False,True,False,False,False,True,False,False,True
105,1,False,False,False,True,False,False,False,False,False,True,False
106,0,False,False,False,True,False,False,False,False,False,False,True
107,1,False,False,False,False,True,True,False,False,False,True,False
108,1,False,False,False,False,True,True,False,False,False,False,True
109,0,False,False,False,False,True,False,True,False,False,False,False
110,0,False,False,False,False,True,False,False,True,False,False,True
111,0,False,False,False,False,True,False,False,False,True,False,True
112,0,False,False,False,False,True,False,False,False,True,False,False
113,0,False,False,False,False,True,False,False,False,False,False,True
114,0,False,False,False,False,False,True,False,True,False,False,True
115,0,False,False,False,False,False,True,False,True,False,False,False
116,0,False,False,False,False,False,False,True,False,True,False,False
117,0,False,False,False,False,False,False,True,False,False,True,False
118,0,False,False,False,False,False,False,False,True,False,False,True
119,0,False,False,False,False,False,False,False,False,False,True,False
120,0,False,False,False,False,False,False,False,False,False,False,False
121,1,True,False,True,False,True,True,False,True,False,False,False
122,1,True,False,True,False,True,True,False,False,True,False,True
123,1,True,False,True,False,True,True,False,False,True,False,False
124,1,True,False,True,False,True,True,False,False,False,True,True
125,1,True,False,True,False,True,True,False,False,False,True,False
126,0,True,False,True,False,True,True,False,False,False,False,True
127,0,True,False,True,False,True,True,False,False,False,False,False
128,1,True,False,True,False,True,False,True,True,False,False,True
129,1,True,False,True,False,True,False,True,True,False,False,False
130,1,True,False,True,False,True,False,True,False,True,False,True
131,1,True,False,True,False,True,False,True,False,True,False,False
132,1,True,False,True,False,True,False,True,False,False,True,True
133,1,True,False,True,False,True,False,True,False,False,True,False
134,0,True,False,True,False,True,False,True,False,False,False,True
135,0,True,False,True,False,True,False,True,False,False,False,False
136,1,True,False,True,False,True,False,False,True,False,False,True
137,1,True,False,True,False,True,False,False,True,False,False,False
138,1,True,False,True,False,True,False,False,False,True,False,True
139,1,True,False,True,False,True,False,False,False,True,False,False
140,1,True,False,True,False,True,False,False,False,False,True,True
141,1,True,False,True,False,True,False,False,False,False,True,False
142,0,True,False,True,False,True,False,False,False,False,False,True
143,0,True,False,True,False,True,False,False,False,False,False,False
144,1,True,False,True,False,False,True,False,True,False,False,True
145,1,True,False,True,False,False,True,False,True,False,False,False
146,1,True,False,True,False,False,True,False,False,True,False,True
147,1,True,False,True,False,False,True,False,False,True,False,False
148,1,True,False,True,False,False,True,False,False,False,True,True
149,1,True,False,True,False,False,True,False,False,False,True,False
150,0,True,False,True,False,False,True,False,False,False,False,True
151,0,True,False,True,False,False,True,False,False,False,False,False
152,1,True,False,True,False,False,False,True,True,False,False,True
153,1,True,False,True,False,False,False,True,True,False,False,False
154,1,True,False,True,False,False,False,True,False,True,False,True
155,1,True,False,True,False,False,False,True,False,True,False,False
156,1,True,False,True,False,False,False,True,False,False,True,True
157,1,True,False,True,False,False,False,True,False,False,True,False
158,0,True,False,True,False,False,False,True,False,False,False,True
159,0,True,False,True,False,False,False,True,False,False,False,False
160,1,True,False,True,False,False,False,False,True,False,False,True
161,1,True,False,True,False,False,False,False,True,False,False,False
162,1,True,False,True,False,False,False,False,False,True,False,True
163,1,True,False,True,False,False,False,False,False,True,False,False
164,1,True,False,True,False,False,False,False,False,False,True,True
165,1,True,False,True,False,False,False,False,False,False,True,False
166,0,True,False,True,False,False,False,False,False,False,False,True
167,0,True,False,True,False,False,False,False,False,False,False,False
168,1,True,False,False,True,True,True,False,True,False,False,True
169,1,True,False,False,True,True,True,False,True,False,False,False
170,1,True,False,False,True,True,True,False,False,True,False,True
171,1,True,False,False,True,True,True,False,False,True,False,False
172,1,True,False,False,True,True,True,False,False,False,True,True
173,1,True,False,False,True,True,True,False,False,False,True,False
174,0,True,False,False,True,True,True,False,False,False,False,True
175,0,True,False,False,True,True,True,False,False,False,False,False
176,1,True,False,False,True,True,False,True,True,False,False,True
177,1,True,False,False,True,True,False,True,True,False,False,False
178,1,True,False,False,True,True,False,True,False,True,False,True
179,1,True,False,False,True,True,False,True,False,True,False,False
180,1,True,False,False,True,True,False,True,False,False,True,True
181,1,True,False,False,True,True,False,True,False,False,True,False
182,0,True,False,False,True,True,False,True,False,False,False,True
183,0,True,False,False,True,True,False,True,False,False,False,False
184,1,True,False,False,True,True,False,False,True,False,False,True
185,1,True,False,False,True,True,False,False,True,False,False,False
186,1,True,False,False,True,True,False,False,False,True,False,True
187,1,True,False,False,True,True,False,False,False,True,False,False
188,1,True,False,False,True,True,False,False,False,False,True,True
189,1,True,False,False,True,True,False,False,False,False,True,False
190,0,True,False,False,True,True,False,False,False,False,False,True
191,0,True,False,False,True,True,False,False,False,False,False,False
192,1,True,False,False,True,False,True,False,True,False,False,True
193,1,True,False,False,True,False,True,False,True,False,False,False
194,1,True,False,False,True,False,True,False,False,True,False,True
195,1,True,False,False,True,False,True,False,False,True,False,False
196,1,True,False,False,True,False,True,False,False,False,True,True
197,1,True,False,False,True,False,True,False,False,False,True,False
198,0,True,False,False,True,False,True,False,False,False,False,True
199,0,True,False,False,True,False,True,False,False,False,False,False
200,1,True,False,False,True,False,False,True,True,False,False,True
201,1,True,False,False,True,False,False,True,True,False,False,False
202,1,True,False,False,True,False,False,True,False,True,False,True
203,1,True,False,False,True,False,False,True,False,True,False,False
204,1,True,False,False,True,False,False,True,False,False,True,True
205,1,True,False,False,True,False,False,True,False,False,True,False
206,0,True,False,False,True,False,False,True,False,False,False,True
207,0,True,False,False,True,False,False,True,False,False,False,False
208,1,True,False,False,True,False,False,False,True,False,False,True
209,1,True,False,False,True,False,False,False,True,False,False,False
210,1,True,False,False,True,False,False,False,False,True,False,True
211,1,True,False,False,True,False,False,False,False,True,False,False
212,1,True,False,False,True,False,False,False,False,False,True,True
213,1,True,False,False,True,False,False,False,False,False,True,False
214,0,True,False,False,True,False,False,False,False,False,False,True
215,0,True,False,False,True,False,False,False,False,False,False,False
216,0,True,False,False,False,True,True,False,True,False,False,True
217,0,True,False,False,False,True,True,False,True,False,False,False
218,0,True,False,False,False,True,True,False,False,True,False,True
219,0,True,False,False,False,True,True,False,False,True,False,False
220,1,True,False,False,False,True,True,False,False,False,True,True
221,1,True,False,False,False,True,True,False,False,False,True,False
222,0,True,False,False,False,True,True,False,False,False,False,True
223,0,True,False,False,False,True,True,False,False,False,False,False
224,0,True,False,False,False,True,False,True,True,False,False,True
225,0,True,False,False,False,True,False,True,True,False,False,False
226,0,True,False,False,False,True,False,True,False,True,False,True
227,0,True,False,False,False,True,False,True,False,True,False,False
228,0,True,False,False,False,True,False,True,False,False,True,True
229,0,True,False,False,False,True,False,True,False,False,True,False
230,0,True,False,False,False,True,False,True,False,False,False,True
231,0,True,False,False,False,True,False,True,False,False,False,False
232,0,True,False,False,False,True,False,False,True,False,False,True
233,0,True,False,False,False,True,False,False,True,False,False,False
234,0,True,False,False,False,True,False,False,False,True,False,True
235,0,True,False,False,False,True,False,False,False,True,False,False
236,0,True,False,False,False,True,False,False,False,False,True,True
237,0,True,False,False,False,True,False,False,False,False,True,False
238,0,True,False,False,False,True,False,False,False,False,False,True
239,0,True,False,False,False,True,False,False,False,False,False,False
240,0,True,False,False,False,False,True,False,True,False,False,True
241,0,True,False,False,False,False,True,False,True,False,False,False
242,0,True,False,False,False,False,True,False,False,True,False,True
243,0,True,False,False,False,False,True,False,False,True,False,False
244,1,True,False,False,False,False,True,False,False,False,True,True
245,1,True,False,False,False,False,True,False,False,False,True,False
246,0,True,False,False,False,False,True,False,False,False,False,True
247,0,True,False,False,False,False,True,False,False,False,False,False
248,0,True,False,False,False,False,False,True,True,False,False,True
249,0,True,False,False,False,False,False,True,True,False,False,False
250,0,True,False,False,False,False,False,True,False,True,False,True
251,0,True,False,False,False,False,False,True,False,True,False,False
252,0,True,False,False,False,False,False,True,False,False,True,True
253,0,True,False,False,False,False,False,True,False,False,True,False
254,0,True,False,False,False,False,False,True,False,False,False,True
255,0,True,False,False,False,False,False,True,False,False,False,False
256,0,True,False,False,False,False,False,False,True,False,False,True
257,0,True,False,False,False,False,False,False,True,False,False,False
258,0,True,False,False,False,False,False,False,False,True,False,True
259,0,True,False,False,False,False,False,False,False,True,False,False
260,0,True,False,False,False,False,False,False,False,False,True,True
261,0,True,False,False,False,False,False,False,False,False,True,False
262,0,True,False,False,False,False,False,False,False,False,False,True
263,0,True,False,False,False,False,False,False,False,False,False,False
264,1,False,True,True,False,True,True,False,True,False,False,True
265,1,False,True,True,False,True,True,False,True,False,False,False
266,1,False,True,True,False,True,True,False,False,True,False,True
267,1,False,True,True,False,True,True,False,False,True,False,False
268,1,False,True,True,False,True,True,False,False,False,True,True
269,1,False,True,True,False,True,True,False,False,False,True,False
270,0,False,True,True,False,True,True,False,False,False,False,True
271,0,False,True,True,False,True,True,False,False,False,False,False
272,1,False,True,True,False,True,False,True,True,False,False,True
273,1,False,True,True,False,True,False,True,True,False,False,False
274,1,False,True,True,False,True,False,True,False,True,False,True
275,1,False,True,True,False,True,False,True,False,True,False,False
276,1,False,True,True,False,True,False,True,False,False,True,True
277,1,False,True,True,False,True,False,True,False,False,True,False
278,0,False,True,True,False,True,False,True,False,False,False,True
279,0,False,True,True,False,True,False,True,False,False,False,False
280,1,False,True,True,False,True,False,False,True,False,False,True
281,1,False,True,True,False,True,False,False,True,False,False,False
282,1,False,True,True,False,True,False,False,False,True,False,True
283,1,False,True,True,False,True,False,False,False,True,False,False
284,1,False,True,True,False,True,False,False,False,False,True,True
285,1,False,True,True,False,True,False,False,False,False,True,False
286,0,False,True,True,False,True,False,False,False,False,False,True
287,0,False,True,True,False,True,False,False,False,False,False,False
288,1,False,True,True,False,False,True,False,True,False,False,True
289,1,False,True,True,False,False,True,False,True,False,False,False
290,1,False,True,True,False,False,True,False,False,True,False,True
291,1,False,True,True,False,False,True,False,False,True,False,False
292,1,False,True,True,False,False,True,False,False,False,True,True
293,1,False,True,True,False,False,True,False,False,False,True,False
294,0,False,True,True,False,False,True,False,False,False,False,True
295,0,False,True,True,False,False,True,False,False,False,False,False
296,1,False,True,True,False,False,False,True,True,False,False,True
297,1,False,True,True,False,False,False,True,True,False,False,False
298,1,False,True,True,False,False,False,True,False,True,False,True
299,1,False,True,True,False,False,False,True,False,True,False,False
300,1,False,True,True,False,False,False,True,False,False,True,True
301,1,False,True,True,False,False,False,True,False,False,True,False
302,0,False,True,True,False,False,False,True,False,False,False,True
303,0,False,True,True,False,False,False,True,False,False,False,False
304,1,False,True,True,False,False,False,False,True,False,False,True
305,1,False,True,True,False,False,False,False,True,False,False,False
306,1,False,True,True,False,False,False,False,False,True,False,True
307,1,False,True,True,False,False,False,False,False,True,False,False
308,1,False,True,True,False,False,False,False,False,False,True,True
309,1,False,True,True,False,False,False,False,False,False,True,False
310,0,False,True,True,False,False,False,False,False,False,False,True
311,0,False,True,True,False,False,False,False,False,False,False,False
312,1,False,True,False,True,True,True,False,True,False,False,True
313,1,False,True,False,True,True,True,False,True,False,False,False
314,1,False,True,False,True,True,True,False,False,True,False,True
315,1,False,True,False,True,True,True,False,False,True,False,False
316,1,False,True,False,True,True,True,False,False,False,True,True
317,1,False,True,False,True,True,True,False,False,False,True,False
318,0,False,True,False,True,True,True,False,False,False,False,True
319,0,False,True,False,True,True,True,False,False,False,False,False
320,1,False,True,False,True,True,False,True,True,False,False,True
321,1,False,True,False,True,True,False,True,True,False,False,False
322,1,False,True,False,True,True,False,True,False,True,False,True
323,1,False,True,False,True,True,False,True,False,True,False,False
324,1,False,True,False,True,True,False,True,False,False,True,True
325,1,False,True,False,True,True,False,True,False,False,True,False
326,0,False,True,False,True,True,False,True,False,False,False,True
327,0,False,True,False,True,True,False,True,False,False,False,False
328,1,False,True,False,True,True,False,False,True,False,False,True
329,1,False,True,False,True,True,False,False,True,False,False,False
330,1,False,True,False,True,True,False,False,False,True,False,True
331,1,False,True,False,True,True,False,False,False,True,False,False
332,1,False,True,False,True,True,False,False,False,False,True,True
333,1,False,True,False,True,True,False,False,False,False,True,False
334,0,False,True,False,True,True,False,False,False,False,False,True
335,0,False,True,False,True,True,False,False,False,False,False,False
336,1,False,True,False,True,False,True,False,True,False,False,True
337,1,False,True,False,True,False,True,False,True,False,False,False
338,1,False,True,False,True,False,True,False,False,True,False,True
339,1,False,True,False,True,False,True,False,False,True,False,False
340,1,False,True,False,True,False,True,False,False,False,True,True
341,1,False,True,False,True,False,True,False,False,False,True,False
342,0,False,True,False,True,False,True,False,False,False,False,True
343,0,False,True,False,True,False,True,False,False,False,False,False
344,1,False,True,False,True,False,False,True,True,False,False,True
345,1,False,True,False,True,False,False,True,True,False,False,False
346,1,False,True,False,True,False,False,True,False,True,False,True
347,1,False,True,False,True,False,False,True,False,True,False,False
348,1,False,True,False,True,False,False,True,False,False,True,True
349,1,False,True,False,True,False,False,True,False,False,True,False
350,0,False,True,False,True,False,False,True,False,False,False,True
351,0,False,True,False,True,False,False,True,False,False,False,False
352,1,False,True,False,True,False,False,False,True,False,False,True
353,1,False,True,False,True,False,False,False,True,False,False,False
354,1,False,True,False,True,False,False,False,False,True,False,True
355,1,False,True,False,True,False,False,False,False,True,False,False
356,1,False,True,False,True,False,False,False,False,False,True,True
357,1,False,True,False,True,False,False,False,False,False,True,False
358,0,False,True,False,True,False,False,False,False,False,False,True
359,0,False,True,False,True,False,False,False,False,False,False,False
360,0,False,True,False,False,True,True,False,True,False,False,True
361,0,False,True,False,False,True,True,False,True,False,False,False
362,0,False,True,False,False,True,True,False,False,True,False,True
363,0,False,True,False,False,True,True,False,False,True,False,False
364,1,False,True,False,False,True,True,False,False,False,True,True
365,1,False,True,False,False,True,True,False,False,False,True,False
366,0,False,True,False,False,True,True,False,False,False,False,True
367,0,False,True,False,False,True,True,False,False,False,False,False
368,0,False,True,False,False,True,False,True,True,False,False,True
369,0,False,True,False,False,True,False,True,True,False,False,False
370,0,False,True,False,False,True,False,True,False,True,False,True
371,0,False,True,False,False,True,False,True,False,True,False,False
372,0,False,True,False,False,True,False,True,False,False,True,True
373,0,False,True,False,False,True,False,True,False,False,True,False
374,0,False,True,False,False,True,False,True,False,False,False,True
375,0,False,True,False,False,True,False,True,False,False,False,False
376,0,False,True,False,False,True,False,False,True,False,False,True
377,0,False,True,False,False,True,False,False,True,False,False,False
378,0,False,True,False,False,True,False,False,False,True,False,True
379,0,False,True,False,False,True,False,False,False,True,False,False
380,0,False,True,False,False,True,False,False,False,False,True,True
381,0,False,True,False,False,True,False,False,False,False,True,False
382,0,False,True,False,False,True,False,False,False,False,False,True
383,0,False,True,False,False,True,False,False,False,False,False,False
384,0,False,True,False,False,False,True,False,True,False,False,True
385,0,False,True,False,False,False,True,False,True,False,False,False
386,0,False,True,False,False,False,True,False,False,True,False,True
387,0,False,True,False,False,False,True,False,False,True,False,False
388,1,False,True,False,False,False,True,False,False,False,True,True
389,1,False,True,False,False,False,True,False,False,False,True,False
390,0,False,True,False,False,False,True,False,False,False,False,True
391,0,False,True,False,False,False,True,False,False,False,False,False
392,0,False,True,False,False,False,False,True,True,False,False,True
393,0,False,True,False,False,False,False,True,True,False,False,False
394,0,False,True,False,False,False,False,True,False,True,False,True
395,0,False,True,False,False,False,False,True,False,True,False,False
396,0,False,True,False,False,False,False,True,False,False,True,True
397,0,False,True,False,False,False,False,True,False,False,True,False
398,0,False,True,False,False,False,False,True,False,False,False,True
399,0,False,True,False,False,False,False,True,False,False,False,False
400,0,False,True,False,False,False,False,False,True,False,False,True
401,0,False,True,False,False,False,False,False,True,False,False,False
402,0,False,True,False,False,False,False,False,False,True,False,True
403,0,False,True,False,False,False,False,False,False,True,False,False
404,0,False,True,False,False,False,False,False,False,False,True,True
405,0,False,True,False,False,False,False,False,False,False,True,False
406,0,False,True,False,False,False,False,False,False,False,False,True
407,0,False,True,False,False,False,False,False,False,False,False,False
408,1,False,False,True,False,True,True,False,True,False,False,True
409,1,False,False,True,False,True,True,False,True,False,False,False
410,1,False,False,True,False,True,True,False,False,True,False,True
411,1,False,False,True,False,True,True,False,False,True,False,False
412,1,False,False,True,False,True,True,False,False,False,True,True
413,1,False,False,True,False,True,True,False,False,False,True,False
414,0,False,False,True,False,True,True,False,False,False,False,True
415,0,False,False,True,False,True,True,False,False,False,False,False
416,1,False,False,True,False,True,False,True,True,False,False,True
417,1,False,False,True,False,True,False,True,True,False,False,False
418,1,False,False,True,False,True,False,True,False,True,False,True
419,1,False,False,True,False,True,False,True,False,True,False,False
420,1,False,False,True,False,True,False,True,False,False,True,True
421,1,False,False,True,False,True,False,True,False,False,True,False
422,0,False,False,True,False,True,False,True,False,False,False,True
423,0,False,False,True,False,True,False,True,False,False,False,False
424,1,False,False,True,False,True,False,False,True,False,False,True
425,1,False,False,True,False,True,False,False,True,False,False,False
426,1,False,False,True,False,True,False,False,False,True,False,True
427,1,False,False,True,False,True,False,False,False,True,False,False
428,1,False,False,True,False,True,False,False,False,False,True,True
429,1,False,False,True,False,True,False,False,False,False,True,False
430,0,False,False,True,False,True,False,False,False,False,False,True
431,0,False,False,True,False,True,False,False,False,False,False,False
432,1,False,False,True,False,False,True,False,True,False,False,True
433,1,False,False,True,False,False,True,False,True,False,False,False
434,1,False,False,True,False,False,True,False,False,True,False,True
435,1,False,False,True,False,False,True,False,False,True,False,False
436,1,False,False,True,False,False,True,False,False,False,True,True
437,1,False,False,True,False,False,True,False,False,False,True,False
438,0,False,False,True,False,False,True,False,False,False,False,True
439,0,False,False,True,False,False,True,False,False,False,False,False
440,1,False,False,True,False,False,False,True,True,False,False,True
441,1,False,False,True,False,False,False,True,True,False,False,False
442,1,False,False,True,False,False,False,True,False,True,False,True
443,1,False,False,True,False,False,False,True,False,True,False,False
444,1,False,False,True,False,False,False,True,False,False,True,True
445,1,False,False,True,False,False,False,True,False,False,True,False
446,0,False,False,True,False,False,False,True,False,False,False,True
447,0,False,False,True,False,False,False,True,False,False,False,False
448,1,False,False,True,False,False,False,False,True,False,False,True
449,1,False,False,True,False,False,False,False,True,False,False,False
450,1,False,False,True,False,False,False,False,False,True,False,True
451,1,False,False,True,False,False,False,False,False,True,False,False
452,1,False,False,True,False,False,False,False,False,False,True,True
453,1,False,False,True,False,False,False,False,False,False,True,False
454,0,False,False,True,False,False,False,False,False,False,False,True
455,0,False,False,True,False,False,False,False,False,False,False,False
456,1,False,False,False,True,True,True,False,True,False,False,True
457,1,False,False,False,True,True,True,False,True,False,False,False
458,1,False,False,False,True,True,True,False,False,True,False,True
459,1,False,False,False,True,True,True,False,False,True,False,False
460,1,False,False,False,True,True,True,False,False,False,True,True
461,1,False,False,False,True,True,True,False,False,False,True,False
462,0,False,False,False,True,True,True,False,False,False,False,True
463,0,False,False,False,True,True,True,False,False,False,False,False
464,1,False,False,False,True,True,False,True,True,False,False,True
465,1,False,False,False,True,True,False,True,True,False,False,False
466,1,False,False,False,True,True,False,True,False,True,False,True
467,1,False,False,False,True,True,False,True,False,True,False,False
468,1,False,False,False,True,True,False,True,False,False,True,True
469,1,False,False,False,True,True,False,True,False,False,True,False
470,0,False,False,False,True,True,False,True,False,False,False,True
471,0,False,False,False,True,True,False,True,False,False,False,False
472,1,False,False,False,True,True,False,False,True,False,False,True
473,1,False,False,False,True,True,False,False,True,False,False,False
474,1,False,False,False,True,True,False,False,False,True,False,True
475,1,False,False,False,True,True,False,False,False,True,False,False
476,1,False,False,False,True,True,False,False,False,False,True,True
477,1,False,False,False,True,True,False,False,False,False,True,False
478,0,False,False,False,True,True,False,False,False,False,False,True
479,0,False,False,False,True,True,False,False,False,False,False,False
480,1,False,False,False,True,False,True,False,True,False,False,True
481,1,False,False,False,True,False,True,False,True,False,False,False
482,1,False,False,False,True,False,True,False,False,True,False,True
483,1,False,False,False,True,False,True,False,False,True,False,False
484,1,False,False,False,True,False,True,False,False,False,True,True
485,1,False,False,False,True,False,True,False,False,False,True,False
486,0,False,False,False,True,False,True,False,False,False,False,True
487,0,False,False,False,True,False,True,False,False,False,False,False
488,1,False,False,False,True,False,False,True,True,False,False,True
489,1,False,False,False,True,False,False,True,True,False,False,False
490,1,False,False,False,True,False,False,True,False,True,False,True
491,1,False,False,False,True,False,False,True,False,True,False,False
492,1,False,False,False,True,False,False,True,False,False,True,True
493,1,False,False,False,True,False,False,True,False,False,True,False
494,0,False,False,False,True,False,False,True,False,False,False,True
495,0,False,False,False,True,False,False,True,False,False,False,False
496,1,False,False,False,True,False,False,False,True,False,False,True
497,1,False,False,False,True,False,False,False,True,False,False,False
498,1,False,False,False,True,False,False,False,False,True,False,True
499,1,False,False,False,True,False,False,False,False,True,False,False
500,1,False,False,False,True,False,False,False,False,False,True,True
501,1,False,False,False,True,False,False,False,False,False,True,False
502,0,False,False,False,True,False,False,False,False,False,False,True
503,0,False,False,False,True,False,False,False,False,False,False,False
504,0,False,False,False,False,True,True,False,True,False,False,True
505,0,False,False,False,False,True,True,False,True,False,False,False
506,0,False,False,False,False,True,True,False,False,True,False,True
507,0,False,False,False,False,True,True,False,False,True,False,False
508,1,False,False,False,False,True,True,False,False,False,True,True
509,1,False,False,False,False,True,True,False,False,False,True,False
510,0,False,False,False,False,True,True,False,False,False,False,True
511,0,False,False,False,False,True,True,False,False,False,False,False
512,0,False,False,False,False,True,False,True,True,False,False,True
513,0,False,False,False,False,True,False,True,True,False,False,False
514,0,False,False,False,False,True,False,True,False,True,False,True
515,0,False,False,False,False,True,False,True,False,True,False,False
516,0,False,False,False,False,True,False,True,False,False,True,True
517,0,False,False,False,False,True,False,True,False,False,True,False
518,0,False,False,False,False,True,False,True,False,False,False,True
519,0,False,False,False,False,True,False,True,False,False,False,False
520,0,False,False,False,False,True,False,False,True,False,False,True
521,0,False,False,False,False,True,False,False,True,False,False,False
522,0,False,False,False,False,True,False,False,False,True,False,True
523,0,False,False,False,False,True,False,False,False,True,False,False
524,0,False,False,False,False,True,False,False,False,False,True,True
525,0,False,False,False,False,True,False,False,False,False,True,False
526,0,False,False,False,False,True,False,False,False,False,False,True
527,0,False,False,False,False,True,False,False,False,False,False,False
528,0,False,False,False,False,False,True,False,True,False,False,True
529,0,False,False,False,False,False,True,False,True,False,False,False
530,0,False,False,False,False,False,True,False,False,True,False,True
531,0,False,False,False,False,False,True,False,False,True,False,False
532,1,False,False,False,False,False,True,False,False,False,True,True
533,1,False,False,False,False,False,True,False,False,False,True,False
534,0,False,False,False,False,False,True,False,False,False,False,True
